"MARKA","TSB_MODEL","SIFIR_MODEL","KAYNAK","MASTER_MODEL_ADI"
"VOLKSWAGEN","CRAFTER PANELVAN (2+1) LWB","","TSB",""
"VOLKSWAGEN","CRAFTER PANELVAN (2+1) MWB","","TSB",""
"VOLKSWAGEN","CRAFTER PANELVAN 1+1 ELWB","","TSB",""
"VOLKSWAGEN","CRAFTER PANELVAN 1+1 LWB","","TSB",""
"VOLKSWAGEN","CRAFTER PANELVAN 1+1 LWB HR","","TSB",""
"VOLKSWAGEN","CRAFTER PANELVAN 2+1 ELWB","","TSB",""
"VOLKSWAGEN","CRAFTER PANELVAN 2+1 ELWB HR","","TSB",""
"VOLKSWAGEN","CRAFTER PANELVAN 2+1 LWB","","TSB",""
"VOLKSWAGEN","CRAFTER PANELVAN 2+1 LWB HR","","TSB",""
"VOLKSWAGEN","CRAFTER PANELVAN 2+1 LWB HR140","","TSB",""
"VOLKSWAGEN","CRAFTER PANELVAN 2+1 LWB HR177","","TSB",""
"VOLKSWAGEN","CRAFTER PANELVAN 2+1 LWB OTO","","TSB",""
"VOLKSWAGEN","CRAFTER PANELVAN 2+1 MWB","","TSB",""
"VOLKSWAGEN","CRAFTER PANELVAN 2+1 MWB HR","","TSB",""
"VOLKSWAGEN","CRAFTER PANELVAN 2+1 MWB HR140","","TSB",""
"VOLKSWAGEN","CRAFTER PANELVAN 2+1 MWB SR","","TSB",""
"VOLKSWAGEN","CRAFTER PANELVAN ELWB","","TSB",""
"VOLKSWAGEN","CRAFTER PANELVAN ELWB SCR","","TSB",""
"VOLKSWAGEN","CRAFTER PANELVAN LWB SCR","","TSB",""
"VOLKSWAGEN","CRAFTER PANELVAN MWB SCR","","TSB",""
"VOLKSWAGEN","CRAFTER PANELVAN2+1ELWB HR","","TSB",""
"VOLKSWAGEN","CRAFTER PICK UP","","TSB",""
"VOLKSWAGEN","","Crafter Servis","SIFIR",""
"VOLKSWAGEN","CRAFTER SERVIS 13+1","","TSB",""
"VOLKSWAGEN","CRAFTER SERVIS 13+1 LWB","","TSB",""
"VOLKSWAGEN","CRAFTER SERVIS 13+1 LWB SCR MIDLINE E6","","TSB",""
"VOLKSWAGEN","CRAFTER SERVIS 14+1 LWB","","TSB",""
"VOLKSWAGEN","CRAFTER SERVIS 15+1 LWB","","TSB",""
"VOLKSWAGEN","CRAFTER SERVIS 15+1 LWB HR","","TSB",""
"VOLKSWAGEN","CRAFTER SERVIS 15+1 LWB SCR","","TSB",""
"VOLKSWAGEN","CRAFTER SERVIS 16+1 ELWB","","TSB",""
"VOLKSWAGEN","CRAFTER SERVIS 16+1 ELWB HR","","TSB",""
"VOLKSWAGEN","CRAFTER SERVIS 16+1 LWB","","TSB",""
"VOLKSWAGEN","CRAFTER SERVIS 19+1 ELWB","","TSB",""
"VOLKSWAGEN","CRAFTER SERVIS 19+1 ELWB HR","","TSB",""
"VOLKSWAGEN","CRAFTER SERVIS 22+1 ELWB","","TSB",""
"VOLKSWAGEN","CRAFTER SERVIS14+1 LWB SCR","","TSB",""
"VOLKSWAGEN","CRAFTER SERVIS16+1 ELWB SCR","","TSB",""
"VOLKSWAGEN","CRAFTER SERVIS16+1 ELWB SCR163 MIDLINE STT E6","","TSB",""
"VOLKSWAGEN","CRAFTER SERVIS19+1 ELWB SCR","","TSB",""
"VOLKSWAGEN","CRAFTER SERVIS19+1 ELWBSCR163 MIDLINE STT E6","","TSB",""
"VOLKSWAGEN","CRAFTER SERVIS22+1 ELWB SCR","","TSB",""
"VOLKSWAGEN","CRAFTER TURIZM 13+1 LWB","","TSB",""
"VOLKSWAGEN","CRAFTER TURIZM 13+1 LWB SCR","","TSB",""
"VOLKSWAGEN","CRAFTER TURIZM 16+1 ELWB","","TSB",""
"VOLKSWAGEN","CRAFTER TURIZM16+1 ELWBSCR163 MIDLINE STT E6","","TSB",""
"VOLKSWAGEN","CRAFTER VOLT","","TSB",""
"VOLKSWAGEN","CRAFTERPANELVAN 2+1 LWB HR","","TSB",""
"VOLKSWAGEN","CROSS","","TSB",""
"VOLKSWAGEN","E-UP","","TSB",""
"VOLKSWAGEN","EOS","","TSB",""
"VOLKSWAGEN","GOLF","Golf","HER İKİSİ",""
"VOLKSWAGEN","GOLF GTD","","TSB",""
"VOLKSWAGEN","","Golf GTI","SIFIR",""
"VOLKSWAGEN","","Golf R","SIFIR",""
"VOLKSWAGEN","GOLF VI","","TSB",""
"VOLKSWAGEN","GOLF VII","","TSB",""
"VOLKSWAGEN","GRAND CALIFORNIA","Grand California","HER İKİSİ",""
"VOLKSWAGEN","GRAND CALIFORNIA OCEAN","","TSB",""
"VOLKSWAGEN","ID-4 150KW","","TSB",""
"VOLKSWAGEN","","ID. Buzz","HER İKİSİ",""
"VOLKSWAGEN","ID. BUZZ CARGO 210KW","","TSB",""
"VOLKSWAGEN","","ID. Buzz GTX","SIFIR",""
"VOLKSWAGEN","ID. BUZZ GTX (5+1) UZUN 250KW","","TSB",""
"VOLKSWAGEN","ID. BUZZ PRO","","TSB",""
"VOLKSWAGEN","ID. BUZZ PRO 210KW","","TSB",""
"VOLKSWAGEN","ID. BUZZ PURE (4+1) 125KW","","TSB",""
"VOLKSWAGEN","ID.3 PRO (150KW)","","TSB",""
"VOLKSWAGEN","","ID.4","SIFIR",""
"VOLKSWAGEN","ID.4 CROZZ PRO","","TSB",""
"VOLKSWAGEN","ID.4 PURE","","TSB",""
"VOLKSWAGEN","ID.6 CROZZ PRO","","TSB",""
"VOLKSWAGEN","ID.6 X PRO","","TSB",""
"VOLKSWAGEN","","ID.7","SIFIR",""
"VOLKSWAGEN","ID.7 PRO","","TSB",""
"VOLKSWAGEN","","ID.Buzz Cargo","SIFIR",""
"VOLKSWAGEN","ID4 PURE","","TSB",""
"VOLKSWAGEN","JETTA","","TSB",""
"VOLKSWAGEN","JETTA R-LINE","","TSB",""
"VOLKSWAGEN","JETTA SE","","TSB",""
"VOLKSWAGEN","MULTIVAN","Multivan","HER İKİSİ",""
"VOLKSWAGEN","MULTIVAN STARTLINE","","TSB",""
"VOLKSWAGEN","PASSAT","","TSB",""
"VOLKSWAGEN","PASSAT ALLTRACK","","TSB",""
"VOLKSWAGEN","PASSAT CC","","TSB",""
"VOLKSWAGEN","PASSAT PRO","","TSB",""
"VOLKSWAGEN","PASSAT VARIANT","","TSB",""
"VOLKSWAGEN","PASSAT VARIANT 2.0TDI SCR","","TSB",""
"VOLKSWAGEN","PHAETON","","TSB",""
"VOLKSWAGEN","POLO","","TSB",""
"VOLKSWAGEN","SCIROCCO","","TSB",""
"VOLKSWAGEN","SHARAN","","TSB",""
"VOLKSWAGEN","T-CROSS","","TSB",""
"VOLKSWAGEN","T-ROC","T-Roc","HER İKİSİ",""
"VOLKSWAGEN","T.PORTER CAMLIVAN 4+1","","TSB",""
"VOLKSWAGEN","T.PORTER CAMLIVAN 4+1 LWB","","TSB",""
"VOLKSWAGEN","T.PORTER CITYVAN 5+1","","TSB",""
"VOLKSWAGEN","T.PORTER CITYVAN 5+1 LWB","","TSB",""
"VOLKSWAGEN","T.PORTER KAMYONET TEK KABIN","","TSB",""
"VOLKSWAGEN","TAIGO","Taigo","HER İKİSİ",""
"VOLKSWAGEN","TAOS","","TSB",""
"VOLKSWAGEN","TAYRON","Tayron","HER İKİSİ",""
"VOLKSWAGEN","TERAMONT","","TSB",""
"VOLKSWAGEN","THE BEETLE","","TSB",""
"VOLKSWAGEN","TIGUAN","Tiguan","HER İKİSİ",""
"VOLKSWAGEN","TIGUAN ALLSPACE","","TSB",""
"VOLKSWAGEN","TIGUAN ALLSPACE 1.4TSI ACT","","TSB",""
"VOLKSWAGEN","TIGUAN ALLSPACE 1.5TSI ACT","","TSB",""
"VOLKSWAGEN","TIGUANALLSPACE 1.5TSI ACT","","TSB",""
"VOLKSWAGEN","TOUAREG","Touareg","HER İKİSİ",""
"VOLKSWAGEN","TOUAREG V6","","TSB",""
"VOLKSWAGEN","TOUAREG V6 TSI HYBRID TIPTRONIC","","TSB",""
"VOLKSWAGEN","TOURAEG","","TSB",""
"VOLKSWAGEN","TOURAN","","TSB",""
"VOLKSWAGEN","TRANSPORTER","Transporter","HER İKİSİ",""
"VOLKSWAGEN","TRANSPORTER CAMLI VAN","","TSB",""
"VOLKSWAGEN","TRANSPORTER CAMLIVAN","","TSB",""
"VOLKSWAGEN","TRANSPORTER CAMLIVAN (4+1)","","TSB",""
"VOLKSWAGEN","TRANSPORTER CAMLIVAN (4+1) LWB","","TSB",""
"VOLKSWAGEN","TRANSPORTER CAMLIVAN 4+1","","TSB",""
"VOLKSWAGEN","TRANSPORTER CAMLIVAN 4+1 LWB","","TSB",""
"VOLKSWAGEN","TRANSPORTER CITYVAN","","TSB",""
"VOLKSWAGEN","TRANSPORTER CITYVAN (5+1) LWB","","TSB",""
"VOLKSWAGEN","TRANSPORTER CITYVAN 4+1","","TSB",""
"VOLKSWAGEN","TRANSPORTER CITYVAN 5+1","","TSB",""
"VOLKSWAGEN","TRANSPORTER CITYVAN 5+1 LWB","","TSB",""
"VOLKSWAGEN","TRANSPORTER CITYVAN 5+1LWB","","TSB",""
"VOLKSWAGEN","TRANSPORTER K.NET CIFT KABIN","","TSB",""
"VOLKSWAGEN","TRANSPORTER KAMYONET (2+1) TEK KABIN","","TSB",""
"VOLKSWAGEN","TRANSPORTER KAMYONET (5+1) CIFT KABIN","","TSB",""
"VOLKSWAGEN","TRANSPORTER KAMYONET 2+1 LWB TEK KABIN","","TSB",""
"VOLKSWAGEN","TRANSPORTER KAMYONET 5+1 LWB CIFT KABIN","","TSB",""
"VOLKSWAGEN","TRANSPORTER KAMYONET CIFT KABIN","","TSB",""
"VOLKSWAGEN","TRANSPORTER MINIBUS","","TSB",""
"VOLKSWAGEN","TRANSPORTER MINIBUS 9+1 LWB","","TSB",""
"VOLKSWAGEN","TRANSPORTER PANELVAN","Transporter Panelvan","HER İKİSİ",""
"VOLKSWAGEN","TRANSPORTER PANELVAN 2.0TDI 1+1","","TSB",""
"VOLKSWAGEN","TRANSPORTER PANELVAN 2.0TDI 2+1 LWB","","TSB",""
"VOLKSWAGEN","TRANSPORTER PANELVAN 2.0TDI 2+1 LWB 170AT","","TSB",""
"VOLKSWAGEN","TRANSPORTER PANELVAN 2+1","","TSB",""
"VOLKSWAGEN","TRANSPORTER PANELVAN 2+1 LWB","","TSB",""
"VOLKSWAGEN","TRANSPORTER PIKAP","","TSB",""
"VOLKSWAGEN","TRANSPORTERCAMLIVAN 4+1 LWB","","TSB",""
"VOLKSWAGEN","UP","","TSB",""
"VOLKSWAGEN","","Yeni Passat","HER İKİSİ",""
"VOLKSWAGEN","","Yeni T-Cross","HER İKİSİ",""
"VOLVO","C30","","TSB",""
"VOLVO","C40 RECHARGE P6 SINGLE MOTOR ULTIMATE","","TSB",""
"VOLVO","C40 RECHARGE P8 SINGLE MOTOR E.RANGE ULTIMATE","","TSB",""
"VOLVO","C40 RECHARGE P8 TWIN MOTOR ULTIMATE","","TSB",""
"VOLVO","C70","","TSB",""
"VOLVO","","EC40","HER İKİSİ",""
"VOLVO","EC40 S.MOTOR EXT.RNG ULT. BLACK E.ULT 150KW","","TSB",""
"VOLVO","EC40 SINGLE MOTOR EXTENDED RANGE ULTRA 150KW","","TSB",""
"VOLVO","EC40 SINGLE MOTOR EXTENDED RANGE ULTRA 185KW","","TSB",""
"VOLVO","EC40 TWIN TURBO ULTRA 300KW","","TSB",""
"VOLVO","EX30","EX30","HER İKİSİ",""
"VOLVO","EX30 EXTENDED RANGE ULTRA 150KW","","TSB",""
"VOLVO","EX30 P4 LONG RANGE ULTRA 150KW","","TSB",""
"VOLVO","EX30 TWIN MOTOR ULTRA 315KW","","TSB",""
"VOLVO","","EX40","HER İKİSİ",""
"VOLVO","EX40 S.MOTOR EXT.RNG ULT. BLACK E.ULT 150KW","","TSB",""
"VOLVO","EX40 SINGLE MOTOR EXTENDED RANGE ULTRA 150KW","","TSB",""
"VOLVO","EX40 SINGLE MOTOR EXTENDED RANGE ULTRA 185KW","","TSB",""
"VOLVO","EX40 TWIN MOTOR ULTRA 300KW","","TSB",""
"VOLVO","S40","","TSB",""
"VOLVO","S60","","TSB",""
"VOLVO","S60 B5","","TSB",""
"VOLVO","S60 T6","","TSB",""
"VOLVO","S80","","TSB",""
"VOLVO","S80 T6","","TSB",""
"VOLVO","S90","","TSB",""
"VOLVO","S90 B5","","TSB",""
"VOLVO","S90 B6","","TSB",""
"VOLVO","S90 RECHARGE T8","","TSB",""
"VOLVO","S90 RECHARGE T8 AWDPLUS BRIGHT","","TSB",""
"VOLVO","V40","","TSB",""
"VOLVO","V50","","TSB",""
"VOLVO","V60","V60","HER İKİSİ",""
"VOLVO","V60 B4 M.HYBRID","","TSB",""
"VOLVO","V60 T6","","TSB",""
"VOLVO","V70","","TSB",""
"VOLVO","V90","","TSB",""
"VOLVO","V90 CROSSCOUNTRY B5 AWDULTIMATE BRIGHT","","TSB",""
"VOLVO","V90 CROSSCOUNTRY B6","","TSB",""
"VOLVO","V90 CROSSCOUNTRY B6 AWDULTIMATE BRIGHT","","TSB",""
"VOLVO","XC40","","TSB",""
"VOLVO","XC40 P8 RECHARGE PRO","","TSB",""
"VOLVO","XC40 RECHARGE P6 SINGLE MOTOR ULTIMATE","","TSB",""
"VOLVO","XC40 RECHARGE P8 S.MOTOR EXTENDED RANGE ULTIM","","TSB",""
"VOLVO","XC40 RECHARGE P8 TWIN MOTOR ULTIMATE","","TSB",""
"VOLVO","XC40 RECHARGE PRO P6","","TSB",""
"VOLVO","XC40 RECHARGE T5","","TSB",""
"VOLVO","XC40 T2","","TSB",""
"VOLVO","XC40 T2 CORE","","TSB",""
"VOLVO","XC60","XC60","HER İKİSİ",""
"VOLVO","XC60 2.0T8 TWINENGINE PLUGIN EAWD INSCRIPTION","","TSB",""
"VOLVO","XC60 B4","","TSB",""
"VOLVO","XC60 B5","","TSB",""
"VOLVO","XC60 B6","","TSB",""
"VOLVO","XC60 RECHARGE T8","","TSB",""
"VOLVO","XC60 RECHARGE T8 AWDPLUS BRIGHT2.0 310+145 G.","","TSB",""
"VOLVO","XC60 RECHARGE T8AWD ULTIMATE B.EDT","","TSB",""
"VOLVO","XC60 RECHARGE T8AWD ULTIMATE BRIGHT","","TSB",""
"VOLVO","XC60 T6","","TSB",""
"VOLVO","XC60 T8 TWIN ENGINE EAWD POLESTAR ENGINEERED","","TSB",""
"VOLVO","XC70","","TSB",""
"VOLVO","XC90","XC90","HER İKİSİ",""
"VOLVO","XC90 B5","","TSB",""
"VOLVO","XC90 B6","","TSB",""
"VOLVO","XC90 RECHARGE T8","","TSB",""
"VOLVO","XC90 RECHARGE T8AWDPLUSBRIGHT","","TSB",""
"VOLVO","XC90 RECHARGE T8AWDULTIMATEBRIGHT 310+145 G.","","TSB",""
"VOLVO","XC90 T8","","TSB",""
"VOLVO","XC90 T8 TWIN ENGINE","","TSB",""
"VOLVO","XC90 T8 TWIN ENGINE 7K R-DESIGN GEARTRONIC","","TSB",""
"VOLVO-TR","CEKICI FH","","TSB",""
"VOLVO-TR","CEKICI FH13","","TSB",""
"VOLVO-TR","CEKICI FH13 6x4","","TSB",""
"VOLVO-TR","CEKICI FH16","","TSB",""
"VOLVO-TR","CEKICI FH16 4X2","","TSB",""
"VOLVO-TR","CEKICI FH16 6X4","","TSB",""
"VOLVO-TR","CEKICI FH16 8X4","","TSB",""
"VOLVO-TR","CEKICI FH42 ELECTRIC 490KW","","TSB",""
"VOLVO-TR","CEKICI FH42T","","TSB",""
"VOLVO-TR","CEKICI FH62PT","","TSB",""
"VOLVO-TR","CEKICI FH64","","TSB",""
"VOLVO-TR","CEKICI FH64T","","TSB",""
"VOLVO-TR","CEKICI FH84","","TSB",""
"VOLVO-TR","CEKICI FH84T","","TSB",""
"VOLVO-TR","CEKICI FM","","TSB",""
"VOLVO-TR","CEKICI FM11","","TSB",""
"VOLVO-TR","CEKICI FM11 4X2","","TSB",""
"VOLVO-TR","CEKICI FM13","","TSB",""
"VOLVO-TR","CEKICI FM13 4X2","","TSB",""
"VOLVO-TR","CEKICI FM42T","","TSB",""
"VOLVO-TR","CEKICI FMX","","TSB",""
"VOLVO-TR","CEKICI FMX11 4X2","","TSB",""
"VOLVO-TR","CEKICI FMX13","","TSB",""
"VOLVO-TR","CEKICI FMX13 6X4","","TSB",""
"VOLVO-TR","CEKICI FMX64T","","TSB",""
"VOLVO-TR","CEKICI VTA3T (FM42T)","","TSB",""
"VOLVO-TR","CEKICI VTL3T (FM64)","","TSB",""
"VOLVO-TR","ELEMMENT (MARCHI MOBILE) OTOBUS","","TSB",""
"VOLVO-TR","KAMYON FE62 ELECTRIC 225KW","","TSB",""
"VOLVO-TR","KAMYON FE8 42R 320HP","","TSB",""
"VOLVO-TR","KAMYON FH13","","TSB",""
"VOLVO-TR","KAMYON FH13 62R","","TSB",""
"VOLVO-TR","KAMYON FH13 8x2","","TSB",""
"VOLVO-TR","KAMYON FH16","","TSB",""
"VOLVO-TR","KAMYON FH42T","","TSB",""
"VOLVO-TR","KAMYON FH62TR","","TSB",""
"VOLVO-TR","KAMYON FH64","","TSB",""
"VOLVO-TR","KAMYON FH64R","","TSB",""
"VOLVO-TR","KAMYON FH82R","","TSB",""
"VOLVO-TR","KAMYON FH84","","TSB",""
"VOLVO-TR","KAMYON FH84FR","","TSB",""
"VOLVO-TR","KAMYON FL8 42R 280HP","","TSB",""
"VOLVO-TR","KAMYON FL8 44R 320HP","","TSB",""
"VOLVO-TR","KAMYON FM","","TSB",""
"VOLVO-TR","KAMYON FM11","","TSB",""
"VOLVO-TR","KAMYON FM11 6X2","","TSB",""
"VOLVO-TR","KAMYON FM11 8X2","","TSB",""
"VOLVO-TR","KAMYON FM11 8X4","","TSB",""
"VOLVO-TR","KAMYON FM13","","TSB",""
"VOLVO-TR","KAMYON FM42R","","TSB",""
"VOLVO-TR","KAMYON FM62FR","","TSB",""
"VOLVO-TR","KAMYON FM62R","","TSB",""
"VOLVO-TR","KAMYON FM62TR","","TSB",""
"VOLVO-TR","KAMYON FM64R","","TSB",""
"VOLVO-TR","KAMYON FM66R","","TSB",""
"VOLVO-TR","KAMYON FM82R","","TSB",""
"VOLVO-TR","KAMYON FM82R 460HP","","TSB",""
"VOLVO-TR","KAMYON FM84FR","","TSB",""
"VOLVO-TR","KAMYON FM84FR E5","","TSB",""
"VOLVO-TR","KAMYON FM84R","","TSB",""
"VOLVO-TR","KAMYON FM84R 460HP","","TSB",""
"VOLVO-TR","KAMYON FMX11","","TSB",""
"VOLVO-TR","KAMYON FMX11 8X2","","TSB",""
"VOLVO-TR","KAMYON FMX11 8x4","","TSB",""
"VOLVO-TR","KAMYON FMX13","","TSB",""
"VOLVO-TR","KAMYON FMX13 62R","","TSB",""
"VOLVO-TR","KAMYON FMX13 64R","","TSB",""
"VOLVO-TR","KAMYON FMX13 66R","","TSB",""
"VOLVO-TR","KAMYON FMX13 6X4","","TSB",""
"VOLVO-TR","KAMYON FMX13 6X6","","TSB",""
"VOLVO-TR","KAMYON FMX13 84R","","TSB",""
"VOLVO-TR","KAMYON FMX13 8X4","","TSB",""
"VOLVO-TR","KAMYON FMX84FR","","TSB",""
"VOLVO-TR","KAMYON FMX86FR","","TSB",""
"VOLVO-TR","KAMYON VTR3R (FMX84FR)","","TSB",""
"VOYAH","DREAM HIGH 290KW","","TSB",""
"VOYAH","FREE HIGH","","TSB",""
"WEINSBERG","R53 FL3A5 MOTOKARAVAN","","TSB",""
"WIESMANN","GT","","TSB",""
"WMA","W5 B7A50L (ELEKTRIKLI) M1","","TSB",""
"XEV","IEV7S","","TSB",""
"XPENG","G3","","TSB",""
"ZHIDOU","ZHIDOU D2S (M1) ELEKTRIKLI","","TSB",""
"ZIRAI TRAKTOR","ACCESS AX600-U ATV T3","","TSB",""
"ZIRAI TRAKTOR","AGRIA","","TSB",""
"ZIRAI TRAKTOR","AGROMEHANIKA AGT 1000-1060","","TSB",""
"ZIRAI TRAKTOR","AHS KARINCA","","TSB",""
"ZIRAI TRAKTOR","ANTONIO CARRARO","","TSB",""
"ZIRAI TRAKTOR","ANTONIO CARRARO AF","","TSB",""
"ZIRAI TRAKTOR","ANTONIO CARRARO ERGIT TGF","","TSB",""
"ZIRAI TRAKTOR","ANTONIO CARRARO MACH","","TSB",""
"ZIRAI TRAKTOR","ANTONIO CARRARO SN","","TSB",""
"ZIRAI TRAKTOR","ANTONIO CARRARO SRX","","TSB",""
"ZIRAI TRAKTOR","ANTONIO CARRARO SUPERTIGRE","","TSB",""
"ZIRAI TRAKTOR","ANTONIO CARRARO SX","","TSB",""
"ZIRAI TRAKTOR","ANTONIO CARRARO TC","","TSB",""
"ZIRAI TRAKTOR","ANTONIO CARRARO TGF","","TSB",""
"ZIRAI TRAKTOR","ANTONIO CARRARO TIGRE","","TSB",""
"ZIRAI TRAKTOR","ANTONIO CARRARO TIGRONE","","TSB",""
"ZIRAI TRAKTOR","ANTONIO CARRARO TIGRONE TCF","","TSB",""
"ZIRAI TRAKTOR","ANTONIO CARRARO TN","","TSB",""
"ZIRAI TRAKTOR","ANTONIO CARRARO TRG","","TSB",""
"ZIRAI TRAKTOR","ANTONIO CARRARO TRH","","TSB",""
"ZIRAI TRAKTOR","ANTONIO CARRARO TRX","","TSB",""
"ZIRAI TRAKTOR","ANTONIO CARRARO TTR","","TSB",""
"ZIRAI TRAKTOR","AODES WORKCROSS","","TSB",""
"ZIRAI TRAKTOR","APACHI TERRA (BS200AU-11) T3","","TSB",""
"ZIRAI TRAKTOR","APACHI TERRA X","","TSB",""
"ZIRAI TRAKTOR","APACHI TITAN","","TSB",""
"ZIRAI TRAKTOR","APACHI TULPAR","","TSB",""
"ZIRAI TRAKTOR","ARBOS","","TSB",""
"ZIRAI TRAKTOR","ARBOS 3080G","","TSB",""
"ZIRAI TRAKTOR","ARBOS P5100","","TSB",""
"ZIRAI TRAKTOR","ARBOS P5115","","TSB",""
"ZIRAI TRAKTOR","ARBOS P5130","","TSB",""
"ZIRAI TRAKTOR","ARBOS Q","","TSB",""
"ZIRAI TRAKTOR","ARCTIC CAT","","TSB",""
"ZIRAI TRAKTOR","ARCTIC CAT ALTERRA","","TSB",""
"ZIRAI TRAKTOR","ARCTIC CAT WILDCAT TRAIL XT (WT)","","TSB",""
"ZIRAI TRAKTOR","ARGO","","TSB",""
"ZIRAI TRAKTOR","ARGO LH","","TSB",""
"ZIRAI TRAKTOR","ARORA ANKA","","TSB",""
"ZIRAI TRAKTOR","ARORA HAMMER","","TSB",""
"ZIRAI TRAKTOR","ARORA HECTOR","","TSB",""
"ZIRAI TRAKTOR","ARORA HECTOR PRO","","TSB",""
"ZIRAI TRAKTOR","ARORA HERKUL","","TSB",""
"ZIRAI TRAKTOR","ARORA HUNTER","","TSB",""
"ZIRAI TRAKTOR","ARORA LANDFORCE","","TSB",""
"ZIRAI TRAKTOR","ARTRAK YTO","","TSB",""
"ZIRAI TRAKTOR","ASLAN","","TSB",""
"ZIRAI TRAKTOR","ASYA PUMAREX T3 HS204 500CC","","TSB",""
"ZIRAI TRAKTOR","BASAK","","TSB",""
"ZIRAI TRAKTOR","BASAK 2073A SH /","","TSB",""
"ZIRAI TRAKTOR","BASAK 2073A SH / 73-75D","","TSB",""
"ZIRAI TRAKTOR","BASAK BE","","TSB",""
"ZIRAI TRAKTOR","BASAK TRAKTOR","","TSB",""
"ZIRAI TRAKTOR","BASAK TRAKTOR 2073-75 D","","TSB",""
"ZIRAI TRAKTOR","BASAK TRAKTOR 2085-85 D","","TSB",""
"ZIRAI TRAKTOR","BASAK TRAKTOR 2085-85 T","","TSB",""
"ZIRAI TRAKTOR","BASKENT","","TSB",""
"ZIRAI TRAKTOR","BASKENT 240G","","TSB",""
"ZIRAI TRAKTOR","BASKENT 285G","","TSB",""
"ZIRAI TRAKTOR","BASKENT ITMCO","","TSB",""
"ZIRAI TRAKTOR","BCS INVICTIS K","","TSB",""
"ZIRAI TRAKTOR","BCS INVICTUS K","","TSB",""
"ZIRAI TRAKTOR","BCS VALIANT","","TSB",""
"ZIRAI TRAKTOR","BCS VALIANT V650","","TSB",""
"ZIRAI TRAKTOR","BCS VALIANT V650 AR","","TSB",""
"ZIRAI TRAKTOR","BCS VALIANT V650 AR REV","","TSB",""
"ZIRAI TRAKTOR","BCS VICTOR","","TSB",""
"ZIRAI TRAKTOR","BCS VITHAR V750","","TSB",""
"ZIRAI TRAKTOR","BCS VITHAR V750 AR","","TSB",""
"ZIRAI TRAKTOR","BCS VITHAR V750 AR REV","","TSB",""
"ZIRAI TRAKTOR","BCS VITHAR V850","","TSB",""
"ZIRAI TRAKTOR","BCS VITHAR V850 AR","","TSB",""
"ZIRAI TRAKTOR","BCS VITHAR V950","","TSB",""
"ZIRAI TRAKTOR","BCS VITHAR V950 AR","","TSB",""
"ZIRAI TRAKTOR","BCS VIVID DT","","TSB",""
"ZIRAI TRAKTOR","BCS VOLCAN V850 SDT","","TSB",""
"ZIRAI TRAKTOR","BCS VOLCAN V850 SDT AR REV","","TSB",""
"ZIRAI TRAKTOR","BCS VOLCAN V850 SDT DS","","TSB",""
"ZIRAI TRAKTOR","BCS VOLCAN V850 SDT DS REV","","TSB",""
"ZIRAI TRAKTOR","BCS VOLCAN V950 DT","","TSB",""
"ZIRAI TRAKTOR","BCS VOLCAN V950 SDT","","TSB",""
"ZIRAI TRAKTOR","BCS VOLCAN V950 SDT AP REV","","TSB",""
"ZIRAI TRAKTOR","BCS VOLCAN V950 SDT DS","","TSB",""
"ZIRAI TRAKTOR","BCS VOLCAN V950 SDT DS REV","","TSB",""
"ZIRAI TRAKTOR","BELARUS","","TSB",""
"ZIRAI TRAKTOR","BENDA REDSTONE","","TSB",""
"ZIRAI TRAKTOR","BOMBARDIER MAVERICK X3 MAX XRS","","TSB",""
"ZIRAI TRAKTOR","BOZOK","","TSB",""
"ZIRAI TRAKTOR","BOZOK 260G GOLD POWER","","TSB",""
"ZIRAI TRAKTOR","BOZOK BT GOLD POWER","","TSB",""
"ZIRAI TRAKTOR","BRANSON","","TSB",""
"ZIRAI TRAKTOR","BRANSON 5530C","","TSB",""
"ZIRAI TRAKTOR","BRANSON 5530R","","TSB",""
"ZIRAI TRAKTOR","BRANSON 5820C","","TSB",""
"ZIRAI TRAKTOR","BRANSON 5820R","","TSB",""
"ZIRAI TRAKTOR","BRANSON 5825R","","TSB",""
"ZIRAI TRAKTOR","BRANSON 6530C","","TSB",""
"ZIRAI TRAKTOR","BRANSON 6530R","","TSB",""
"ZIRAI TRAKTOR","BRANSON K78C","","TSB",""
"ZIRAI TRAKTOR","BRANSON K78R","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM ATV RENEGADE XXC","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM MAVERICK","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM MAVERICK DS TURBO RR","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM MAVERICK MAX X","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM MAVERICK TRAIL","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM MAVERICK X","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER 6x6","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER 6X6 BACKCOUNTRY T 1000R","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER 6X6 DPS T","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER DPS T","","TSB",""
"ZIRAI TRAKTOR","BRP CAN-AM OUTLANDER MAX 6X6 BCOUNTRY 1000R","","TSB",""
